xltime,trade-price,trade-volume,bid-price,bid-volume,ask-price,ask-volume
2017-01-03 13:00:34.602000-05:00,225.16,40.0,225.16,19,225.21,41
2017-01-03 13:00:58.130000-05:00,225.16,600.0,225.16,127,225.21,82
2017-01-03 13:01:09.260000-05:00,225.16,1000.0,225.16,60,225.21,41
2017-01-03 13:01:19.450000-05:00,225.16,2000.0,225.16,50,225.21,41
2017-01-03 13:01:21.110000-05:00,225.16,79.0,225.16,52,225.2,1
2017-01-03 13:01:28.060000-05:00,225.16,100.0,225.16,51,225.2,1
2017-01-03 13:01:37.589000-05:00,225.16,100.0,225.16,50,225.2,1
2017-01-03 13:02:38.729000-05:00,225.16,5.0,225.11,71,225.16,40
2017-01-03 13:04:26.987000-05:00,225.13,200.0,225.13,540,225.17,4
2017-01-03 13:04:52.734000-05:00,225.14,100.0,225.14,39,225.17,1
2017-01-03 13:05:01.264000-05:00,225.14,200.0,225.14,37,225.17,1
2017-01-03 13:05:03.314000-05:00,225.15666666666667,97.0,225.14,37,225.18,41
2017-01-03 13:05:49.613000-05:00,225.15,100.0,225.15,36,225.18,41
2017-01-03 13:07:06.150000-05:00,225.15,480.0,225.15,31,225.16,1
2017-01-03 13:07:29.730000-05:00,225.15,50.0,225.15,30,225.16,1
2017-01-03 13:07:41.709000-05:00,225.15,100.0,225.15,29,225.16,40
2017-01-03 13:07:44.939000-05:00,225.15,2500.0,225.15,4,225.16,40
2017-01-03 13:08:48.728000-05:00,225.15,445.0,225.13,110,225.18,40
2017-01-03 13:09:02.498000-05:00,225.16,1900.0,225.155,73,225.18,18
2017-01-03 13:09:02.548000-05:00,225.17,1900.0,225.16,106,225.19,18
2017-01-03 13:09:02.558000-05:00,225.17,1900.0,225.16333333333333,200,225.17666666666665,37
2017-01-03 13:14:01.086000-05:00,225.11599999999999,162.0,225.11,70,225.16,54
2017-01-03 13:15:02.874000-05:00,225.13,41.0,225.11,70,225.13,2
2017-01-03 13:16:01.153000-05:00,225.12,2000.0,225.08,121,225.13,42
2017-01-03 13:16:12.612000-05:00,225.1,3500.0,225.085,236,225.10500000000002,51
2017-01-03 13:16:30.252000-05:00,225.12,1700.0,225.08,121,225.13,40
2017-01-03 13:17:18.829000-05:00,225.08,1175.0,225.07333333333335,21,225.08666666666667,120
2017-01-03 13:17:20.231000-05:00,225.07,400.0,225.07,1,225.08,40
2017-01-03 13:17:25.041000-05:00,225.07,101.0,225.03,111,225.07,1
2017-01-03 13:17:30.099000-05:00,225.04666666666665,100.0,225.03,142,225.07,2
2017-01-03 13:17:49.250000-05:00,225.05,2.0,225.05,19,225.07,1
2017-01-03 13:18:01.769000-05:00,225.05,100.0,225.05,18,225.07,1
2017-01-03 13:18:06.469000-05:00,225.07,1006.0,225.06000000000003,110,225.07000000000002,3
2017-01-03 13:18:06.478000-05:00,225.07,100.0,225.07,136,225.11,58
2017-01-03 13:18:06.487000-05:00,225.07,1293.0,225.06,70,225.11,58
2017-01-03 13:18:34.768000-05:00,225.09,3.0,225.1,1,225.12,60
2017-01-03 13:18:40.398000-05:00,225.11,500.0,225.1,1,225.11,13
2017-01-03 13:19:15.388000-05:00,225.12,1.0,225.1,1,225.14,40
2017-01-03 13:19:28.348000-05:00,225.1,101.0,225.1,1,225.14,40
2017-01-03 13:19:30.498000-05:00,225.1,397.0,225.09,82,225.1,42
2017-01-03 13:19:31.188000-05:00,225.1,25.0,225.09,42,225.1,20
2017-01-03 13:19:48.368000-05:00,225.08,2078.0,225.08,89,225.14,40
2017-01-03 13:21:22.024000-05:00,225.06000000000003,1000.0,225.05,8,225.09,58
2017-01-03 13:21:28.634000-05:00,225.05,896.0,225.03,111,225.05,41
2017-01-03 13:21:59.786000-05:00,225.065,1000.0,225.06,60,225.09,10
2017-01-03 13:22:16.367000-05:00,225.07,200.0,225.06333333333336,288,225.08333333333334,22
2017-01-03 13:22:45.067000-05:00,225.04000000000002,49500.0,225.03,666,225.04666666666665,1578
2017-01-03 13:23:03.357000-05:00,225.04666666666665,300.0,225.04,2,225.09,50
2017-01-03 13:23:52.145000-05:00,225.05,104.0,225.04,2,225.09,50
2017-01-03 13:23:56.798000-05:00,225.04,212.0,225.03,3,225.07666666666668,180
2017-01-03 13:24:59.853000-05:00,225.01,100.0,225.01,111,225.05,18
2017-01-03 13:26:00.762000-05:00,225.03,800.0,225.03,2,225.04,10
2017-01-03 13:26:01.192000-05:00,225.025,300.0,225.02,24,225.04,10
2017-01-03 13:26:07.063000-05:00,225.02,2300.0,225.02,1,225.04,10
2017-01-03 13:26:17.424000-05:00,225.02,100.0,225.00799999999998,223,225.04000000000002,150
2017-01-03 13:26:23.482000-05:00,225.00666666666666,100.0,225.0,2,225.02,18
2017-01-03 13:26:24.791000-05:00,225.0,100.0,225.0,1,225.02,18
2017-01-03 13:26:38.751000-05:00,225.02,20.0,225.0,2,225.02,17
2017-01-03 13:26:45.661000-05:00,225.0,702.0,224.98,142,225.02,34
2017-01-03 13:27:36.570000-05:00,225.0,100.0,225.0,4,225.02,15
2017-01-03 13:28:18.328000-05:00,225.01,500.0,225.0,4,225.01,4
